EAN|TITLE|PUB_NAME|PUB_DATE|AUTHOR|PAGE_NUM|SUBJECT_TIME|SUBJECT|WEIGHT|COVER_SMALL|COVER_LARGE|COVER_MED|AGE_MIN|AGE_MAX|ADULT_FLAG|DEWEW_NUM|DEPTH|WIDTH|LENGTH|PRICE|PUBLIC_DOMAIN_FLAG|PUB_COUNTRY_CD|US_RIGHTS_IND|BISAC_SUBJ_CD
9780399255373|The Day the Crayons Quit|Penguin|2013|Drew Daywalt|||Internet Archive Wishlist||https://covers.openlibrary.org/b/id/7346107-S.jpg|https://covers.openlibrary.org/b/id/7346107-L.jpg|https://covers.openlibrary.org/b/id/7346107-M.jpg|3|7||[E]|0.41|10.31|10.38|17.99|||N|JUV009020
9780316547659|The Power|Little, Brown and Company|Oct 10, 2017|Naomi Alderman|401||||https://covers.openlibrary.org/b/id/8570985-S.jpg|https://covers.openlibrary.org/b/id/8570985-L.jpg|https://covers.openlibrary.org/b/id/8570985-M.jpg||||||||11.99|||N|FIC028070
9780062662590|Tor Review|Harper Voyager|2018|R.F. Kuang|544||Fiction||https://covers.openlibrary.org/b/id/8463552-S.jpg|https://covers.openlibrary.org/b/id/8463552-L.jpg|https://covers.openlibrary.org/b/id/8463552-M.jpg||||||||10.99|||N|FIC009030
9780345505712|Victims|Ballantine Books|2012|Jonathan Kellerman|||FICTION / Mystery & Detective / General||||||||813.54|1.22|6.42|9.69|28|||N|FIC031000
9780061992278|The One and Only Ivan|HarperCollins|Jan 06, 2015|Katherine Applegate|336||||https://covers.openlibrary.org/b/id/8788401-S.jpg|https://covers.openlibrary.org/b/id/8788401-L.jpg|https://covers.openlibrary.org/b/id/8788401-M.jpg|8|12|||0.93|5.5|7.75|8.99|||N|JUV002260
9780062351968|Awesome sh*t my drill sergeant said||2015|Dan Caddy|177||Humor||||||||818.540|0.67|5|7|19.99|||N|HUM015000
9780316073714|Blood of Elves|Orbit|2009|Andrzej Sapkowski|||Fiction||||||||891.853||||7.99|||N|FIC009020
9780440335160|Outlander|Random House Publishing Group|2004|Diana Gabaldon||18th century|Man-woman relationships||||||||||||5.99|||N|FIC014000
9780393242140|Underland: A Deep Time Journey|W.W. Norton Company|2019||||||https://covers.openlibrary.org/b/id/8753724-S.jpg|https://covers.openlibrary.org/b/id/8753724-L.jpg|https://covers.openlibrary.org/b/id/8753724-M.jpg|||||1.4|6.5|9.6|27.95|||N|NAT045000
9780142410370|Matilda|Puffin|August 16, 2007|Roald Dahl|240||School|6.4 ounces|https://covers.openlibrary.org/b/id/8745182-S.jpg|https://covers.openlibrary.org/b/id/8745182-L.jpg|https://covers.openlibrary.org/b/id/8745182-M.jpg|8|12||823.9/1|0.64|5|7.75|7.99|||N|JUV037000
9780385534635|Part 1 : Primordium|Doubleday|2011|Erin Morgenstern|||New York Times bestseller||https://covers.openlibrary.org/b/id/8750523-S.jpg|https://covers.openlibrary.org/b/id/8750523-L.jpg|https://covers.openlibrary.org/b/id/8750523-M.jpg||||813/.6|1.4|6.33|9.52|30|||N|FIC027030
9780316055086|The Last Wish|Orbit|2008|Andrzej Sapkowski|||Fantasy||https://covers.openlibrary.org/b/id/8747763-S.jpg|https://covers.openlibrary.org/b/id/8747763-L.jpg|https://covers.openlibrary.org/b/id/8747763-M.jpg||||891.853||||7.99|||N|FIC009020
9780143127741|The Body Keeps the Score|Penguin Books|Sep 08, 2015|Bessel van der Kolk|464||Post-traumatic stress disorder||https://covers.openlibrary.org/b/id/8315367-S.jpg|https://covers.openlibrary.org/b/id/8315367-L.jpg|https://covers.openlibrary.org/b/id/8315367-M.jpg||||616.852|0.97|5.43|8.39|19|||N|PSY022040
9780062937483|Every Man a Hero|William Morrow|May 28, 2019|Ray Lambert|320||||https://covers.openlibrary.org/b/id/8791548-S.jpg|https://covers.openlibrary.org/b/id/8791548-L.jpg|https://covers.openlibrary.org/b/id/8791548-M.jpg|||||1.05|6|9|26.99|||N|BIO008000
9780316528504|Conviction|Mulholland Books, Little, Brown and Company|2019||||||https://covers.openlibrary.org/b/id/8747845-S.jpg|https://covers.openlibrary.org/b/id/8747845-L.jpg|https://covers.openlibrary.org/b/id/8747845-M.jpg|||||1.55|6.5|9.7|27|||N|FIC022040
9780440412670|Where the Red Fern Grows - Wikipedia|Yearling|1996 October|Wilson Rawls|212|20th Century|Social Issues - Friendship||https://covers.openlibrary.org/b/id/6833056-S.jpg|https://covers.openlibrary.org/b/id/6833056-L.jpg|https://covers.openlibrary.org/b/id/6833056-M.jpg|8|12||[Fic]|0.73|5.13|7.63|8.99|||N|JUV007000
9780399590078|The MeatEater Fish and Game Cookbook|Spiegel & Grau|Nov 20, 2018|Steven Rinella|368||||https://covers.openlibrary.org/b/id/8829998-S.jpg|https://covers.openlibrary.org/b/id/8829998-L.jpg|https://covers.openlibrary.org/b/id/8829998-M.jpg|||||1.1|8.28|10.3|35|||N|CKB060000
9780062913463|Nothing to See Here|HarperCollins|2019|Kevin Wilson|||||https://covers.openlibrary.org/b/id/9046919-S.jpg|https://covers.openlibrary.org/b/id/9046919-L.jpg|https://covers.openlibrary.org/b/id/9046919-M.jpg|||||0.93|5.5|8.25|26.99|||N|FIC045000
9780374277789|The Topeka School|Farrar, Straus and Giroux|2019|Ben Lerner|||||https://covers.openlibrary.org/b/id/8909586-S.jpg|https://covers.openlibrary.org/b/id/8909586-L.jpg|https://covers.openlibrary.org/b/id/8909586-M.jpg|||||1.12|6.28|9.32|27|||N|FIC019000
9780375813658|Magic Tree House Boxed Set 1, Books 1-4|Random House Books for Young Readers|May 29, 2001|Mary Pope Osborne|||Internet Archive Wishlist||https://covers.openlibrary.org/b/id/231998-S.jpg|https://covers.openlibrary.org/b/id/231998-L.jpg|https://covers.openlibrary.org/b/id/231998-M.jpg|6|9|||0.89|5.25|7.75|23.96|||N|JUV001000
9780152001216|Night Tree|Voyager Books|October 31, 1994|Eve Bunting|32||Fiction||https://covers.openlibrary.org/b/id/112628-S.jpg|https://covers.openlibrary.org/b/id/112628-L.jpg|https://covers.openlibrary.org/b/id/112628-M.jpg|4|7||E|0.14|8.5|11|7.99|||N|JUV017010
9780062960092|Witch Hunt|Broadside Books|Oct 08, 2019|Gregg Jarrett|544||||https://covers.openlibrary.org/b/id/8850172-S.jpg|https://covers.openlibrary.org/b/id/8850172-L.jpg|https://covers.openlibrary.org/b/id/8850172-M.jpg|||||1.61|6|9|29.99|||N|POL040010
9780064431781|Wikipedia|HarperTrophy; 25th Ann|January 1, 1984|Maurice Sendak|48|childhood|Monsters||https://covers.openlibrary.org/b/id/50842-S.jpg|https://covers.openlibrary.org/b/id/50842-L.jpg|https://covers.openlibrary.org/b/id/50842-M.jpg|3|5||E||0|0|8.95|||N|JUV007000
9780310354666|Daily Guideposts 2020|Guideposts|2019||||||https://covers.openlibrary.org/b/id/9160941-S.jpg|https://covers.openlibrary.org/b/id/9160941-L.jpg|https://covers.openlibrary.org/b/id/9160941-M.jpg|||||1.4|5.7|8.3|22.99|||N|REL012020
9780375847530|The Indian in the Cupboard|Yearling|February 9, 2010|Lynne Reid Banks|240|||5.6 ounces|https://covers.openlibrary.org/b/id/6303619-S.jpg|https://covers.openlibrary.org/b/id/6303619-L.jpg|https://covers.openlibrary.org/b/id/6303619-M.jpg|8|12||823/.91|0.57|5.2|7.58|7.99|||N|JUV037000
9780399555817|Starsight|Delacorte Press, an imprint of Random House Children's Books, a division of Penguin Random House LLC|2019||||||https://covers.openlibrary.org/b/id/9214534-S.jpg|https://covers.openlibrary.org/b/id/9214534-L.jpg|https://covers.openlibrary.org/b/id/9214534-M.jpg|12|17|||1.49|6.44|9.38|19.99|||N|YAF056000
9780345816023|12 Rules for Life|Random House Canada|January 23, 2018|Jordan B. Peterson|||||https://covers.openlibrary.org/b/id/8142514-S.jpg|https://covers.openlibrary.org/b/id/8142514-L.jpg|https://covers.openlibrary.org/b/id/8142514-M.jpg|||||1.36|6.37|9.28|25.95|||N|PSY003000
9780316003957|At Goodreads|Little, Brown Young Readers|April 1, 2008|Trenton Lee Stewart|512||Adventure and adventurers||https://covers.openlibrary.org/b/id/2378898-S.jpg|https://covers.openlibrary.org/b/id/2378898-L.jpg|https://covers.openlibrary.org/b/id/2378898-M.jpg|8|12||[Fic]|1.25|5.25|7.62|9.99|||N|JUV028000
9780062473271|The Andromeda Evolution|Harper|2019||||||https://covers.openlibrary.org/b/id/9120368-S.jpg|https://covers.openlibrary.org/b/id/9120368-L.jpg|https://covers.openlibrary.org/b/id/9120368-M.jpg|||||1.21|6|9|29.99|||N|FIC028010
9780385737951|The Maze Runner|Delacorte Press|2011|James Dashner||Dystopian|Science fiction||https://covers.openlibrary.org/b/id/8572535-S.jpg|https://covers.openlibrary.org/b/id/8572535-L.jpg|https://covers.openlibrary.org/b/id/8572535-M.jpg|12|17||813.6|0.85|5.62|8.19|9.99|||N|YAF066000
9780345806789|The Shining|Anchor|August 27, 2013|Stephen King|668||Hotelkeepers||https://covers.openlibrary.org/b/id/7261831-S.jpg|https://covers.openlibrary.org/b/id/7261831-L.jpg|https://covers.openlibrary.org/b/id/7261831-M.jpg||||813.54|1.14|5.18|7.97|17.95|||N|FIC015000
9780142004418|My family and other animals|Penguin Books|2004|Gerald Malcolm Durrell|273|1935-1939|Natural history|||||18|17||508.495|0.7|5.1|7.8|17|||N|BIO026000
9780439064873|Worst birthday --|Scholastic|2000-09|J. K. Rowling|341||school stories||https://covers.openlibrary.org/b/id/8081272-S.jpg|https://covers.openlibrary.org/b/id/8081272-L.jpg|https://covers.openlibrary.org/b/id/8081272-M.jpg|9|12||823.9/1||5.25|7.62|10.99|||N|JUV037000
9780307291813|The Ultimate Hitchhiker's Guide to the Galaxy: Five Novels and One Story|Harmony Books|Apr 21, 2010|Douglas Adams|||English Humorous stories||https://covers.openlibrary.org/b/id/8545846-S.jpg|https://covers.openlibrary.org/b/id/8545846-L.jpg|https://covers.openlibrary.org/b/id/8545846-M.jpg||||||6|9.12||||N|FIC028000
9780307421487|Jane and the Wandering Eye|Random House Publishing Group|2009|Barron, Stephanie|||Fiction||||||||||||1.99|||N|FIC022060
9780385529235|Terminal Freeze|Knopf Doubleday Publishing Group|2009|Lincoln Child|||Archaeological expeditions||||||||||||1.99|||N|FIC030000
9780394800165|bookculture: Green Eggs and Ham 1960-08-12|Beginner Books (Div. of Random House, Inc.) In Canada by Random House of Canada Limited|1988|Dr. Seuss|62|1960-1988|1960-1988||https://covers.openlibrary.org/b/id/6507741-S.jpg|https://covers.openlibrary.org/b/id/6507741-L.jpg|https://covers.openlibrary.org/b/id/6507741-M.jpg|3|7||E|0.42|6.81|9.31|9.99|||N|JUV007000
9780316055444|The Goldfinch|Back Bay Books|Apr 07, 2015|Donna Tartt|771||goldfinch||https://covers.openlibrary.org/b/id/9159185-S.jpg|https://covers.openlibrary.org/b/id/9159185-L.jpg|https://covers.openlibrary.org/b/id/9159185-M.jpg|||||1.55|6|9.15|20|||N|FIC019000
9780060791681|Double Shot|HarperCollins|2004|Diane Mott Davidson|||Women in the food industry in fiction||https://covers.openlibrary.org/b/id/6412265-S.jpg|https://covers.openlibrary.org/b/id/6412265-L.jpg|https://covers.openlibrary.org/b/id/6412265-M.jpg||||813/.54||||11.99|||N|FIC022040
9780316524612|New Deal and War, 1933-1945|Little Brown & Company|December 1974|Time-Life Editors|||Pressure cooking|||||||||1.37|7|9.12|19.99|||N|CKB081000
9780316438964|The Last Wish: Introducing the Witcher|Orbit|Jul 18, 2017|Andrzej Sapkowski|352||||https://covers.openlibrary.org/b/id/8458308-S.jpg|https://covers.openlibrary.org/b/id/8458308-L.jpg|https://covers.openlibrary.org/b/id/8458308-M.jpg|||||1|5.5|8.5|16.99|||N|FIC009020
9780307742483|Killers of the Flower Moon: The Osage Murders and the Birth of the FBI|Vintage|Apr 03, 2018|David Grann|400||||https://covers.openlibrary.org/b/id/8755909-S.jpg|https://covers.openlibrary.org/b/id/8755909-L.jpg|https://covers.openlibrary.org/b/id/8755909-M.jpg|||||0.79|5.17|7.98|16.95|||N|TRU002000
9780394820378|The Phantom Tollbooth - Wikipedia|Bullseye Books/Alfred A. Knopf|1989|Norton Juster|||letters||https://covers.openlibrary.org/b/id/8578165-S.jpg|https://covers.openlibrary.org/b/id/8578165-L.jpg|https://covers.openlibrary.org/b/id/8578165-M.jpg|8|11||[Fic]|0.61|5.19|7.56|8.99|||N|JUV007000
9780399226908|The very hungry caterpillar|Putnam & Grosset|1969|Eric Carle|25||Italian language materials||https://covers.openlibrary.org/b/id/8239499-S.jpg|https://covers.openlibrary.org/b/id/8239499-L.jpg|https://covers.openlibrary.org/b/id/8239499-M.jpg|1|3||E|0.62|5|7.13|10.99|||N|JUV002140
9780385344432|Written in my own heart's blood||2014|Diana Gabaldon|825|Revolution, 1775-1783|Time travel||https://covers.openlibrary.org/b/id/8119104-S.jpg|https://covers.openlibrary.org/b/id/8119104-L.jpg|https://covers.openlibrary.org/b/id/8119104-M.jpg|||||1.99|6.4|9.53|35|||N|FIC014000
9780060652920|Book one : Right and wrong as a clue to the meaning of the universe.|HarperSanFrancisco|2001|C. S. Lewis|227|20th century|Doctrinal Theology||https://covers.openlibrary.org/b/id/8069299-S.jpg|https://covers.openlibrary.org/b/id/8069299-L.jpg|https://covers.openlibrary.org/b/id/8069299-M.jpg|16|16||230|0.58|5.31|8|15.99|||N|REL067030
9780316389709|The bounds of reason --||2015|Andrzej Sapkowski|393||Assassins||||||||891.853|1.12|5.5|8.25|16.99|||N|FIC009020
9780307590169|Switch|Broadway Books|2010|Chip Heath|||Business||https://covers.openlibrary.org/b/id/6397796-S.jpg|https://covers.openlibrary.org/b/id/6397796-L.jpg|https://covers.openlibrary.org/b/id/6397796-M.jpg||||||||12.99|||N|BUS019000
9780316556347|madelinemiller.com/circe/|Little, Brown and Company|April 10th 2018|Madeline Miller|393|Ancient Times|Fantasy||https://covers.openlibrary.org/b/id/8283869-S.jpg|https://covers.openlibrary.org/b/id/8283869-L.jpg|https://covers.openlibrary.org/b/id/8283869-M.jpg|||||1.55|7|9.6|27|||N|FIC014010
9780399185045|The book of joy||2016|Bstan-ʼdzin-rgya-mtsho Dalai Lama XIV|354||Joy||||||||294.344|1.21|5.79|8.54|26|||N|SEL016000
9780439358071|Dudley demented --|Scholastic|2004 September|J. K. Rowling|870||Children's Books/Ages 9-12 Fiction||https://covers.openlibrary.org/b/id/8253767-S.jpg|https://covers.openlibrary.org/b/id/8253767-L.jpg|https://covers.openlibrary.org/b/id/8253767-M.jpg|9|12||[Fic]||5.25|7.62|12.99|||N|JUV037000
9780061289200|For a Few Demons More|HarperCollins|2007|Kim Harrison|||Fantasy||||||||813/.6||||11.99|||N|FIC009510
9780394800134|One fish, two fish, red fish, blue fish|Beginner Books|1988|Dr. Seuss|62||Peces||https://covers.openlibrary.org/b/id/7363356-S.jpg|https://covers.openlibrary.org/b/id/7363356-L.jpg|https://covers.openlibrary.org/b/id/7363356-M.jpg|3|7||428.6|0.41|6.81|9.38|9.99|||N|JUV009030
9780316029193|Blood of Elves|Orbit|May 2009|Andrzej Sapkowski|||Protected DAISY||https://covers.openlibrary.org/b/id/6666074-S.jpg|https://covers.openlibrary.org/b/id/6666074-L.jpg|https://covers.openlibrary.org/b/id/6666074-M.jpg||||891.853|1.2|4.2|6.7|8.99|||N|FIC009020
9780316355575|The magic misfits|Little, Brown Books for Young Readers|2018|Neil Patrick Harris|253||Carnivals|||||8|12|||0.87|5.37|7.75|7.99|||N|JUV037000
9780316552745|The Shadow of What Was Lost (The Licanius Trilogy Book 1)|Orbit|Jul 19, 2016|James Islington|604||||https://covers.openlibrary.org/b/id/8471205-S.jpg|https://covers.openlibrary.org/b/id/8471205-L.jpg|https://covers.openlibrary.org/b/id/8471205-M.jpg||||||||2.99|||N|FIC009020
9780399592522|Dare to lead||2018|Brené Brown|298||Leadership|||||||||1.07|5.81|8.54|28|||N|BUS071000
9780375842207|Author's book page|Alfred A. Knopf|2007 September|Markus Zusak|552|1933-1945|World War II||https://covers.openlibrary.org/b/id/8310843-S.jpg|https://covers.openlibrary.org/b/id/8310843-L.jpg|https://covers.openlibrary.org/b/id/8310843-M.jpg|12|17||823.3|1.26|5.19|7.94|14.99|||N|YAF024070
9780062060617|The song of Achilles|Ecco|2012|Madeline Miller|378|To 146 B.C.|Trojan War||https://covers.openlibrary.org/b/id/7998719-S.jpg|https://covers.openlibrary.org/b/id/7998719-L.jpg|https://covers.openlibrary.org/b/id/7998719-M.jpg||||813/.6|1.21|6|9|25.99|||N|FIC014000
9780399564048|Author's Web Site|Viking|2016|Amor Towles||1922|historical fiction||https://covers.openlibrary.org/b/id/8080256-S.jpg|https://covers.openlibrary.org/b/id/8080256-L.jpg|https://covers.openlibrary.org/b/id/8080256-M.jpg||||||||13.99|||N|FIC014000
9780375828379|Hop on Pop|Random House Children's Book (Div. of Random House Inc.) and in Canada by Random House of Canada, Ltd.|2004|Dr. Seuss|22|1963 - 2004|Hop On Pop|4.2 ounces|https://covers.openlibrary.org/b/id/8790056-S.jpg|https://covers.openlibrary.org/b/id/8790056-L.jpg|https://covers.openlibrary.org/b/id/8790056-M.jpg|0.03|3||E|0.5|4.31|5.75|4.99|||N|JUV009080
9780060826819|The Good, the Bad, and the Undead|HarperCollins|2005|Kim Harrison|||Paranormal fiction||https://covers.openlibrary.org/b/id/6409156-S.jpg|https://covers.openlibrary.org/b/id/6409156-L.jpg|https://covers.openlibrary.org/b/id/6409156-M.jpg||||FIC||||11.99|||N|FIC009000
9780440212560|Outlander.|Dell Publishing|1992|Diana Gabaldon|851|18th century|Man-woman relationships||https://covers.openlibrary.org/b/id/6449373-S.jpg|https://covers.openlibrary.org/b/id/6449373-L.jpg|https://covers.openlibrary.org/b/id/6449373-M.jpg|16|18||813/.54|1.4|4.2|6.9|9.99|||N|FIC014000
9780399582059|How to use the Instant pot||2018|Coco Morante|311||Pressure cooking|||||||||1.04|8.27|10.27|29.99|||N|CKB129000
9780312541538|Still life||2008|Louise Penny|312||Armand Gamache (Fictitious character)||https://covers.openlibrary.org/b/id/8018646-S.jpg|https://covers.openlibrary.org/b/id/8018646-L.jpg|https://covers.openlibrary.org/b/id/8018646-M.jpg||||813/.6|0.85|5.54|8.23|17.99|||N|FIC022030
9780394800011|The cat in the hat|Beginner Books|1986|Dr. Seuss|61||Nonsense verses||https://covers.openlibrary.org/b/id/7363352-S.jpg|https://covers.openlibrary.org/b/id/7363352-L.jpg|https://covers.openlibrary.org/b/id/7363352-M.jpg|5|8||E|0.44|6.81|9.31|9.99|||N|JUV002050
9780062563217|Sword of Kings|Harper|2019|Bernard Cornwell|||||https://covers.openlibrary.org/b/id/9159801-S.jpg|https://covers.openlibrary.org/b/id/9159801-L.jpg|https://covers.openlibrary.org/b/id/9159801-M.jpg|||||1.13|6|9|27.99|||N|FIC014000
9780399181399|A Mrs. Miracle Christmas|Ballantine Books|2019||||||https://covers.openlibrary.org/b/id/8791680-S.jpg|https://covers.openlibrary.org/b/id/8791680-L.jpg|https://covers.openlibrary.org/b/id/8791680-M.jpg|||||0.97|5.2|7.53|20|||N|FIC027020
9780062843395|The Longevity Paradox|Harper Wave|Mar 19, 2019|Dr. Steven R Gundry  MD|384||||https://covers.openlibrary.org/b/id/8797786-S.jpg|https://covers.openlibrary.org/b/id/8797786-L.jpg|https://covers.openlibrary.org/b/id/8797786-M.jpg|||||1.21|6|9|28.99|||N|HEA049000
9780316556330|madelinemiller.com/circe/|Little, Brown and Company|2018 04|Madeline Miller|400|Ancient Times|Fantasy||https://covers.openlibrary.org/b/id/8739376-S.jpg|https://covers.openlibrary.org/b/id/8739376-L.jpg|https://covers.openlibrary.org/b/id/8739376-M.jpg||||||||14.99|||N|FIC014010
9780143113492|In the Woods|Penguin|2008|Tana French|||Detectives||https://covers.openlibrary.org/b/id/6458460-S.jpg|https://covers.openlibrary.org/b/id/6458460-L.jpg|https://covers.openlibrary.org/b/id/6458460-M.jpg|18|18||823/.92|0.97|5.5|8.37|17|||N|FIC030000
9780062678423|The Woman in the Window|William Morrow Paperbacks|Mar 05, 2019|A. J Finn|464||||https://covers.openlibrary.org/b/id/8797615-S.jpg|https://covers.openlibrary.org/b/id/8797615-L.jpg|https://covers.openlibrary.org/b/id/8797615-M.jpg|||||1.05|5.31|8|16.99|||N|FIC031080
9780062560698|The Mermaid's Daughter: A Novel|William Morrow Paperbacks|Mar 07, 2017|Ann Claycomb|451||||https://covers.openlibrary.org/b/id/8434931-S.jpg|https://covers.openlibrary.org/b/id/8434931-L.jpg|https://covers.openlibrary.org/b/id/8434931-M.jpg||||||||8.99|||N|FIC044000
9780316017930|Outliers: The Story of Success|Little, Brown|2011|Malcolm Gladwell|||||https://covers.openlibrary.org/b/id/7342494-S.jpg|https://covers.openlibrary.org/b/id/7342494-L.jpg|https://covers.openlibrary.org/b/id/7342494-M.jpg||||302|1.15|5.45|8.25|17.99|||N|BUS019000
9780307743688|StephenKing.com - The Stand|Anchor Books|June 28th 2011|Stephen King|1440|1980|nuclear weapons||||||||813.54|2.22|4.16|6.84|9.99|||N|FIC030000
9780062304247|Pete the Cat's Super Cool Reading Collection|HarperCollins|Jul 08, 2014|James Dean|160||||https://covers.openlibrary.org/b/id/8997506-S.jpg|https://covers.openlibrary.org/b/id/8997506-L.jpg|https://covers.openlibrary.org/b/id/8997506-M.jpg|4|8||E||6.12|9.25|19.99|||N|JUV043000
9780312663155|Winter Garden|St. Martin's Griffin|2011|Kristin Hannah|||Fiction||https://covers.openlibrary.org/b/id/6676454-S.jpg|https://covers.openlibrary.org/b/id/6676454-L.jpg|https://covers.openlibrary.org/b/id/6676454-M.jpg||||813/.54|1.15|5.51|8.3|17.99|||N|FIC045000
9780062906373|Over the Top: A Raw Journey to Self-Love|HarperOne|2019||||||https://covers.openlibrary.org/b/id/8788822-S.jpg|https://covers.openlibrary.org/b/id/8788822-L.jpg|https://covers.openlibrary.org/b/id/8788822-M.jpg|||||0.97|6|9|27.99|||N|BIO026000
9780062801975|Homebody: A Guide to Creating Spaces You Never Want to Leave|Harper Design|Nov 06, 2018|Joanna Gaines|352||Interior decoration||https://covers.openlibrary.org/b/id/8315363-S.jpg|https://covers.openlibrary.org/b/id/8315363-L.jpg|https://covers.openlibrary.org/b/id/8315363-M.jpg|||||1.32|8.5|10.88|40|||N|HOM003000
9780062820693|The Education Of An Idealist|HarperCollins|2019||580||||https://covers.openlibrary.org/b/id/8780392-S.jpg|https://covers.openlibrary.org/b/id/8780392-L.jpg|https://covers.openlibrary.org/b/id/8780392-M.jpg|||||1.43|6|9|29.99|||N|BIO026000
9780307490148|Repair to Her Grave|Random House Publishing Group|2008|Sarah Graves|||Mystery||||||||||||1.99|||N|FIC022040
9780425292082|The last kids on Earth and the cosmic beyond||2018|Max Brallier|257||Winter|||||8|12|||0.92|5.63|8.56|13.99|||N|JUV001010
9780385376716|The Wonderful Things You Will Be|Random House Books for Young Readers|Aug 25, 2015|Emily Winfield Martin|36||Parent and child||https://covers.openlibrary.org/b/id/8314249-S.jpg|https://covers.openlibrary.org/b/id/8314249-L.jpg|https://covers.openlibrary.org/b/id/8314249-M.jpg|3|7||E|0.34|9.88|10.31|17.99|||N|JUV013060
